app_id,model,us_id,scenario_id,scenario_text,feature_name,scenario_name,scenario_examples,us_text
g04-recycling,google-gemini-2.0-flash-001,22,google-gemini-2.0-flash-001_22_2,"Given I am logged in as an admin And Site ""Example Website"" is currently ""Online"" And Site ""Another Website"" is currently ""Offline"" When I navigate to the admin dashboard Then I should see ""Example Website"" with status ""Online"" And I should see ""Another Website"" with status ""Offline""",Admin Dashboard - Site Status Monitoring,Site status is accurately reflected on the dashboard,,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status."
g04-recycling,google-gemini-2.0-flash-001,22,google-gemini-2.0-flash-001_22_3,"Given I am logged in as an admin And Site ""Example Website"" has 15 active users And Site ""Another Website"" has 2 active users When I navigate to the admin dashboard Then I should see ""Example Website"" displaying ""15 active users"" And I should see ""Another Website"" displaying ""2 active users""",Admin Dashboard - Site Status Monitoring,Dashboard displays active user count for each site,,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status."
g04-recycling,google-gemini-2.0-flash-001,22,google-gemini-2.0-flash-001_22_4,"Given I am logged in as an admin And Site ""Example Website"" has a server response time of 200 ms And Site ""Another Website"" has a server response time of 500 ms When I navigate to the admin dashboard Then I should see ""Example Website"" displaying a response time of ""200 ms"" And I should see ""Another Website"" displaying a response time of ""500 ms""",Admin Dashboard - Site Status Monitoring,Dashboard displays server response time for each site,,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status."
g04-recycling,google-gemini-2.0-flash-001,22,google-gemini-2.0-flash-001_22_5,"Given I am logged in as an admin And Site ""Mystery Website"" has an ""Unknown"" status When I navigate to the admin dashboard Then I should see ""Mystery Website"" with status ""Unknown""",Admin Dashboard - Site Status Monitoring,Dashboard indicates when a site's status is unknown,,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status."
g04-recycling,google-gemini-2.0-flash-001,23,google-gemini-2.0-flash-001_23_1,Given I am logged in as an administrator When I navigate to the application configuration page Then I should see that the database connection string is encrypted And I should not be able to view the plain text connection string,Data Encryption,Verify database connection strings are encrypted,,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack."
g04-recycling,google-gemini-2.0-flash-001,23,google-gemini-2.0-flash-001_23_2,Given I am logged in as an administrator When I query the database for user data Then the user's personally identifiable information (PII) such as password and email should be encrypted And I should not be able to retrieve the plain text PII directly,Data Encryption,Verify sensitive user data is encrypted in the database,,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack."
g04-recycling,google-gemini-2.0-flash-001,23,google-gemini-2.0-flash-001_23_3,Given I am logged in as an administrator When I upload a sensitive document to the server Then the file should be encrypted at rest on the server's file system And accessing the file directly should not reveal its content without proper decryption,Data Encryption,Verify files uploaded to the server are encrypted at rest,,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack."
g04-recycling,google-gemini-2.0-flash-001,23,google-gemini-2.0-flash-001_23_4,Given I am logged in as an administrator When I initiate an encryption key rotation Then a new encryption key should be generated And all data should be re-encrypted with the new key And the old encryption key should be securely archived or destroyed,Data Encryption,Verify encryption key rotation process,,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack."
g04-recycling,google-gemini-2.0-flash-001,24,google-gemini-2.0-flash-001_24_1,"Given I am logged in as an executive user with username ""executive1"" and password ""securePassword"" When I navigate to the ""Dashboards"" section Then I should see dashboards related to ""Sales Performance"", ""Marketing ROI"", ""Operational Efficiency"", and ""Financial Health"" And I should be able to access each dashboard without any permission errors",Executive Data Access,Executive User Can Access All Company Data Dashboards,,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance."
g04-recycling,google-gemini-2.0-flash-001,24,google-gemini-2.0-flash-001_24_2,"Given I am logged in as an executive user When I navigate to the ""Sales Performance"" dashboard And I select the ""Total Revenue"" data visualization Then I should be able to export the data as ""CSV"", ""Excel"", and ""PDF"" And the exported data should contain all available data points",Executive Data Access,Executive User Can Export Data in Various Formats,,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance."
g04-recycling,google-gemini-2.0-flash-001,24,google-gemini-2.0-flash-001_24_3,"Given I am logged in as an executive user When I navigate to the ""Marketing ROI"" dashboard And I filter the data by ""Date Range"" from ""2023-01-01"" to ""2023-03-31"" And I filter the data by ""Region"" to ""North America"" Then the displayed data should only reflect the marketing ROI for North America between January 1st and March 31st, 2023",Executive Data Access,Executive User Can Filter Data by Date Range and Region,,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance."
g04-recycling,google-gemini-2.0-flash-001,24,google-gemini-2.0-flash-001_24_4,"Given I am logged in as an executive user When I navigate to the ""Financial Health"" dashboard And I select the ""Profit Margin"" metric Then I should be able to drill down into a detailed report showing the breakdown of profit margin by department and product line",Executive Data Access,Executive User Can View Detailed Reports,,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance."
g04-recycling,google-gemini-2.0-flash-001,24,google-gemini-2.0-flash-001_24_5,"Given I am logged in as an executive user When I navigate to the ""Data Governance"" section Then I should see information on data sources, data quality metrics, and data access policies And I should be able to download the data access policy document",Executive Data Access,Executive User Can Access Data Governance Information,,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance."
g04-recycling,google-gemini-2.0-flash-001,25,google-gemini-2.0-flash-001_25_1,"Given I am on the login page When I enter my username ""employee123"" and password ""SecurePassword1!"" And I click the ""Login"" button Then I should be redirected to the route planning dashboard And I should see a welcome message ""Welcome, employee123""",Route Planning System Access,Successful login with valid credentials,,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood."
g04-recycling,google-gemini-2.0-flash-001,25,google-gemini-2.0-flash-001_25_2,"Given I am on the login page When I enter my username ""employee123"" and password ""WrongPassword"" And I click the ""Login"" button Then I should see an error message ""Invalid username or password"" And I should remain on the login page",Route Planning System Access,Unsuccessful login with invalid credentials,,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood."
g04-recycling,google-gemini-2.0-flash-001,25,google-gemini-2.0-flash-001_25_3,"Given I am logged in as ""employee123"" When I navigate to the route planning dashboard Then I should see the route planning map And I should see a search bar to enter a destination",Route Planning System Access,Accessing the route planning system with a valid session,,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood."
g04-recycling,google-gemini-2.0-flash-001,25,google-gemini-2.0-flash-001_25_4,"Given I am on the route planning dashboard When I enter ""123 Main Street"" in the destination search bar And I select ""123 Main Street"" from the search suggestions And I click the ""Plan Route"" button Then I should see a route displayed on the map And I should see turn-by-turn directions",Route Planning System Access,Planning a route to a destination,,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood."
g04-recycling,google-gemini-2.0-flash-001,25,google-gemini-2.0-flash-001_25_5,"Given I am on the route planning dashboard When I enter ""SomeNonExistentPlace"" in the destination search bar And I click the ""Plan Route"" button Then I should see an error message ""Route not found""",Route Planning System Access,Route is not found,,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood."
g04-recycling,google-gemini-2.0-flash-001,26,google-gemini-2.0-flash-001_26_1,"Given I am logged in as an HR user When I navigate to the ""Employee Directory"" page Then I should see a list of all employees And Each employee should display their name, job title, and department And the employee list should be sortable by name, job title, and department",HR Employee Access to Employee Information,HR User Successfully Accesses Employee Directory,,"As an employee from the HR department, I want to have access to the full information of all employees working for this business."
g04-recycling,google-gemini-2.0-flash-001,26,google-gemini-2.0-flash-001_26_2,"Given I am logged in as an HR user And I am on the ""Employee Directory"" page When I click on an employee's name Then I should be redirected to the employee's profile page And I should see the employee's personal information, including address, phone number, and email And I should see the employee's employment information, including start date, salary, and performance reviews",HR Employee Access to Employee Information,HR User Views Detailed Employee Information,,"As an employee from the HR department, I want to have access to the full information of all employees working for this business."
g04-recycling,google-gemini-2.0-flash-001,26,google-gemini-2.0-flash-001_26_3,"Given I am logged in as an HR user And I am on the ""Employee Directory"" page When I enter ""John Doe"" in the search field And I click the ""Search"" button Then I should see ""John Doe"" in the search results And I should see no other employees in the search results",HR Employee Access to Employee Information,HR User Searches for an Employee,,"As an employee from the HR department, I want to have access to the full information of all employees working for this business."
g04-recycling,google-gemini-2.0-flash-001,26,google-gemini-2.0-flash-001_26_4,"Given I am logged in as an HR user When I navigate to the ""Employee Directory"" page Then I should see a visual indicator for employees with missing required information, such as emergency contact details And I should be able to filter the employee directory to view only employees with missing information",HR Employee Access to Employee Information,HR User Accesses Employee Directory with Incomplete Information,,"As an employee from the HR department, I want to have access to the full information of all employees working for this business."
g04-recycling,google-gemini-2.0-flash-001,26,google-gemini-2.0-flash-001_26_5,"Given I am logged in as an HR user And I am on the ""Employee Directory"" page When I click the ""Download CSV"" button Then a CSV file containing all employee data should be downloaded And the CSV file should include fields such as employee ID, name, email, department, job title, and salary",HR Employee Access to Employee Information,HR User Downloads Employee Data in CSV Format,,"As an employee from the HR department, I want to have access to the full information of all employees working for this business."
g04-recycling,google-gemini-2.0-flash-001,27,google-gemini-2.0-flash-001_27_1,"Given I have a valid API key and secret When I make a request to the API endpoint ""/data"" with my credentials Then the API should return a 200 OK status code And the response body should contain valid JSON data And the response should include a ""Content-Type"" header with value ""application/json""",API Access for iOS Application Development,Successful API access with valid credentials,,"As a developer, I want to access an API from the website, so that I can integrate it and implement certain features in my own iOS application."
g04-recycling,google-gemini-2.0-flash-001,27,google-gemini-2.0-flash-001_27_2,"Given I have an invalid API key When I make a request to the API endpoint ""/data"" with my invalid API key and a valid secret Then the API should return a 401 Unauthorized status code And the response body should contain an error message indicating ""Invalid API key""",API Access for iOS Application Development,API access denied due to invalid API key,,"As a developer, I want to access an API from the website, so that I can integrate it and implement certain features in my own iOS application."
g04-recycling,google-gemini-2.0-flash-001,27,google-gemini-2.0-flash-001_27_3,"When I make a request to the API endpoint ""/data"" without providing an API key Then the API should return a 401 Unauthorized status code And the response body should contain an error message indicating ""API key is required""",API Access for iOS Application Development,API access denied due to missing API key,,"As a developer, I want to access an API from the website, so that I can integrate it and implement certain features in my own iOS application."
g04-recycling,google-gemini-2.0-flash-001,27,google-gemini-2.0-flash-001_27_4,"Given I have a valid API key and secret And I have exceeded the API request limit for my account When I make a request to the API endpoint ""/data"" with my credentials Then the API should return a 429 Too Many Requests status code And the response body should contain an error message indicating ""Rate limit exceeded"" And the response should include a ""Retry-After"" header indicating when I can make another request",API Access for iOS Application Development,API access rate limited after exceeding request limit,,"As a developer, I want to access an API from the website, so that I can integrate it and implement certain features in my own iOS application."
g04-recycling,google-gemini-2.0-flash-001,27,google-gemini-2.0-flash-001_27_5,"Given I have a valid API key and secret When I make a request to the API endpoint ""/search"" with my credentials and the query parameter ""q=example"" Then the API should return a 200 OK status code And the response body should contain valid JSON data matching the search query ""example"" And the response should include a ""Content-Type"" header with value ""application/json""",API Access for iOS Application Development,API access with valid credentials and query parameters,,"As a developer, I want to access an API from the website, so that I can integrate it and implement certain features in my own iOS application."
g04-recycling,google-gemini-2.0-flash-001,28,google-gemini-2.0-flash-001_28_1,Given I am a new user When I register on the website Then I should receive a welcome reward And the reward should be a 10% discount code,Rewards System,User receives a welcome reward after registration,,"As a user, I want to be able to receive tempting rewards, so that I have a reason to use the website."
g04-recycling,google-gemini-2.0-flash-001,28,google-gemini-2.0-flash-001_28_2,Given I am a registered user with 0 points When I purchase a product for $50 Then I should earn 50 points And my total points balance should be 50,Rewards System,User earns points for completing a purchase,,"As a user, I want to be able to receive tempting rewards, so that I have a reason to use the website."
g04-recycling,google-gemini-2.0-flash-001,28,google-gemini-2.0-flash-001_28_3,Given I am a registered user with 100 points When I redeem 100 points for a $5 gift card Then I should receive a $5 gift card And my total points balance should be 0,Rewards System,User redeems points for a reward,,"As a user, I want to be able to receive tempting rewards, so that I have a reason to use the website."
g04-recycling,google-gemini-2.0-flash-001,28,google-gemini-2.0-flash-001_28_4,Given today is my birthday And I am a registered user When I log in to the website Then I should receive a birthday reward And the reward should be free shipping on my next order,Rewards System,User receives a birthday reward,,"As a user, I want to be able to receive tempting rewards, so that I have a reason to use the website."
g04-recycling,google-gemini-2.0-flash-001,29,google-gemini-2.0-flash-001_29_1,"Given a user with username ""testuser"" and password ""P@sswOrd123"" When the user registers an account Then the password stored in the database should be a hashed version of ""P@sswOrd123"" And the hashed password should not be equal to ""P@sswOrd123""",Secure Personal Information,Password Hashing,,"As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment."
g04-recycling,google-gemini-2.0-flash-001,29,google-gemini-2.0-flash-001_29_2,"Given a user with personal information: name ""John Doe"", phone number ""555-123-4567"" When the user saves their personal information Then the personal information stored in the database should be encrypted And a direct database query should not reveal the plain text ""John Doe"" or ""555-123-4567""",Secure Personal Information,Data Encryption at Rest,,"As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment."
g04-recycling,google-gemini-2.0-flash-001,29,google-gemini-2.0-flash-001_29_3,"Given a user attempts to log in with username ""'; DROP TABLE users;--"" and password ""anypassword"" When the user submits the login form Then the login should fail And the database should not be altered or corrupted",Secure Personal Information,Protection Against SQL Injection,,"As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment."
g04-recycling,google-gemini-2.0-flash-001,29,google-gemini-2.0-flash-001_29_4,Given an unauthorized user attempts to access another user's personal information When the unauthorized user tries to view the other user's profile Then access should be denied And an error message indicating insufficient privileges should be displayed,Secure Personal Information,Access Control and Authorization,,"As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment."
g04-recycling,google-gemini-2.0-flash-001,29,google-gemini-2.0-flash-001_29_5,Given the system is running When a scheduled security audit is performed Then the audit report should show no high-severity vulnerabilities related to personal data security And the audit log should be reviewed by security personnel,Secure Personal Information,Regular Security Audits,,"As a user, I want to have my personal information kept securely in the database of the website, so that I will not suffer from identity theft or telephone harassment."
g04-recycling,google-gemini-2.0-flash-001,30,google-gemini-2.0-flash-001_30_1,"Given I am logged in as an admin When I navigate to the user activity management page Then I should see a list of all user activities And each activity should display the user's name, activity type, timestamp, and description",Admin User Activity Management,View a list of all user activities with details,,"As an admin, I want to handle all users' activities, so that I can manage more efficiently."
g04-recycling,google-gemini-2.0-flash-001,30,google-gemini-2.0-flash-001_30_2,"Given I am logged in as an admin And I am on the user activity management page When I filter the activities by user ""john.doe@example.com"" Then I should only see activities related to ""john.doe@example.com""",Admin User Activity Management,Filter user activities by user,,"As an admin, I want to handle all users' activities, so that I can manage more efficiently."
g04-recycling,google-gemini-2.0-flash-001,30,google-gemini-2.0-flash-001_30_3,"Given I am logged in as an admin And I am on the user activity management page When I filter the activities by activity type ""Login"" Then I should only see activities of type ""Login""",Admin User Activity Management,Filter user activities by activity type,,"As an admin, I want to handle all users' activities, so that I can manage more efficiently."
g04-recycling,google-gemini-2.0-flash-001,30,google-gemini-2.0-flash-001_30_4,"Given I am logged in as an admin And I am on the user activity management page And I see an activity with description ""User 'jane.doe@example.com' updated their profile"" When I click on that activity Then I should see a detailed view of the activity And the detailed view should include the user's name, activity type, timestamp, description, and any associated data",Admin User Activity Management,View details of a specific user activity,,"As an admin, I want to handle all users' activities, so that I can manage more efficiently."
g04-recycling,google-gemini-2.0-flash-001,30,google-gemini-2.0-flash-001_30_5,Given I am logged in as an admin And I am on the user activity management page When I sort the activities by timestamp in descending order Then the activities should be displayed in descending order of timestamp,Admin User Activity Management,Sort user activities by timestamp,,"As an admin, I want to handle all users' activities, so that I can manage more efficiently."
g04-recycling,google-gemini-2.0-flash-001,31,google-gemini-2.0-flash-001_31_1,"Given I am logged in as an administrator And I navigate to the ""Image Gallery"" page When I click the ""Upload Image"" button And I select an image file named ""new_logo.png"" And I enter the image title as ""Company Logo"" And I enter the image description as ""Our new company logo for 2024"" And I click the ""Save"" button Then the ""Image Gallery"" page should display the ""Company Logo"" image And a success message ""Image uploaded successfully"" should be displayed",Website Content Management,Uploading a new image to the website gallery,,"As a company, I want to have a website that is easy to use, so that I can upload or delete stuff step by step."
g04-recycling,google-gemini-2.0-flash-001,31,google-gemini-2.0-flash-001_31_2,"Given I am logged in as an editor And I navigate to the ""News Articles"" page And I see a news article titled ""Company Achieves Record Growth"" When I click the ""Delete"" button next to the ""Company Achieves Record Growth"" article And I confirm the deletion in the confirmation dialog Then the ""News Articles"" page should not display the ""Company Achieves Record Growth"" article And a success message ""Article deleted successfully"" should be displayed",Website Content Management,Deleting an existing news article from the website,,"As a company, I want to have a website that is easy to use, so that I can upload or delete stuff step by step."
g04-recycling,google-gemini-2.0-flash-001,31,google-gemini-2.0-flash-001_31_3,"Given I am logged in as a content manager And I navigate to the ""Product Catalog"" page And I select the product ""Premium Widget"" When I click the ""Edit Description"" button And I clear the existing product description And I enter the new product description as ""The Premium Widget is our flagship product, now featuring improved performance and durability."" And I click the ""Save Changes"" button Then the product description for ""Premium Widget"" should be updated to ""The Premium Widget is our flagship product, now featuring improved performance and durability."" And a success message ""Product description updated successfully"" should be displayed",Website Content Management,Editing a product description on the website,,"As a company, I want to have a website that is easy to use, so that I can upload or delete stuff step by step."
g04-recycling,google-gemini-2.0-flash-001,31,google-gemini-2.0-flash-001_31_4,"Given I am logged in as a document administrator And I navigate to the ""Resource Library"" page When I click the ""Upload Document"" button And I select a PDF file named ""annual_report_2023.pdf"" And I enter the document title as ""Annual Report 2023"" And I select the category ""Financial Reports"" And I click the ""Upload"" button Then the ""Resource Library"" page should display the ""Annual Report 2023"" document And the document should be categorized as ""Financial Reports"" And a success message ""Document uploaded successfully"" should be displayed",Website Content Management,Uploading a PDF document to the resource library,,"As a company, I want to have a website that is easy to use, so that I can upload or delete stuff step by step."
g04-recycling,google-gemini-2.0-flash-001,32,google-gemini-2.0-flash-001_32_1,Given I am logged in as an employee When a new case is assigned to me Then I should receive a notification within 5 minutes And the notification should include the case ID And the notification should include the case subject,Employee Notifications,New case assigned notification,,"As an employee, I want to get quick notifications, so that I can process cases the first time."
g04-recycling,google-gemini-2.0-flash-001,32,google-gemini-2.0-flash-001_32_2,"Given I am logged in as an employee And I have a case assigned to me with ID ""CASE-123"" When the priority of ""CASE-123"" is updated to ""High"" Then I should receive a notification within 5 minutes And the notification should include the case ID ""CASE-123"" And the notification should include the updated priority ""High""",Employee Notifications,Case update notification,,"As an employee, I want to get quick notifications, so that I can process cases the first time."
g04-recycling,google-gemini-2.0-flash-001,32,google-gemini-2.0-flash-001_32_3,"Given I am logged in as an employee And I have a case assigned to me with ID ""CASE-456"" And the due date for ""CASE-456"" is tomorrow When the notification service runs Then I should receive a notification within 5 minutes And the notification should include the case ID ""CASE-456"" And the notification should state the case is due tomorrow",Employee Notifications,Case due date approaching notification,,"As an employee, I want to get quick notifications, so that I can process cases the first time."
g04-recycling,google-gemini-2.0-flash-001,32,google-gemini-2.0-flash-001_32_4,"Given I am logged in as an employee And I have a case assigned to me with ID ""CASE-789"" When ""CASE-789"" is escalated Then I should receive a notification within 5 minutes And the notification should include the case ID ""CASE-789"" And the notification should state the case has been escalated",Employee Notifications,Case escalation notification,,"As an employee, I want to get quick notifications, so that I can process cases the first time."
g04-recycling,google-gemini-2.0-flash-001,33,google-gemini-2.0-flash-001_33_1,"Given I am logged in as a company accountant When I navigate to the ""Activity Fees"" page Then I should see a table of activity fees And the table should contain columns ""Activity Type"", ""Description"", and ""Fee Amount"" And I should see at least one activity fee listed",View Available Activity Fees,Successfully viewing all available activity fees,,"As a company accountant, I want to view all available activity fees online, so that I can easily create a bill statement."
g04-recycling,google-gemini-2.0-flash-001,33,google-gemini-2.0-flash-001_33_2,"Given I am on the ""Activity Fees"" page When I filter the activity fees by ""Consultation"" Then I should only see activity fees with the ""Activity Type"" of ""Consultation""",View Available Activity Fees,Filtering activity fees by activity type,,"As a company accountant, I want to view all available activity fees online, so that I can easily create a bill statement."
g04-recycling,google-gemini-2.0-flash-001,33,google-gemini-2.0-flash-001_33_3,"Given the system has no activity fees defined When I navigate to the ""Activity Fees"" page Then I should see a message ""No activity fees found.""",View Available Activity Fees,Displaying a message when no activity fees are found,,"As a company accountant, I want to view all available activity fees online, so that I can easily create a bill statement."
g04-recycling,google-gemini-2.0-flash-001,33,google-gemini-2.0-flash-001_33_4,"Given the system is unable to retrieve activity fees When I navigate to the ""Activity Fees"" page Then I should see an error message ""Unable to retrieve activity fees. Please try again later.""",View Available Activity Fees,Displaying an error message when unable to retrieve activity fees,,"As a company accountant, I want to view all available activity fees online, so that I can easily create a bill statement."
g04-recycling,google-gemini-2.0-flash-001,34,google-gemini-2.0-flash-001_34_1,"Given I have a basic HTML file When I include the Bootstrap CSS link in the <head> section Then the web page should render with Bootstrap default styles, such as a different default font And the web page should not show any console errors related to CSS loading",Bootstrap Integration for Simplified Website Design,Verify Bootstrap CSS is correctly linked,,"As a developer, I want to use bootstrap in the process of developing, so that I can easily design my website."
g04-recycling,google-gemini-2.0-flash-001,34,google-gemini-2.0-flash-001_34_2,Given I have a basic HTML file When I include the Bootstrap JavaScript and Popper.js links before the closing <body> tag Then Bootstrap JavaScript components like Modals should function correctly And the web page should not show any console errors related to JavaScript loading,Bootstrap Integration for Simplified Website Design,Verify Bootstrap JavaScript is correctly linked,,"As a developer, I want to use bootstrap in the process of developing, so that I can easily design my website."
g04-recycling,google-gemini-2.0-flash-001,34,google-gemini-2.0-flash-001_34_3,"Given I have an HTML file When I include Bootstrap CSS And I create a layout using Bootstrap's grid system (e.g., row and col-* classes) Then the layout should adapt to different screen sizes (desktop, tablet, mobile) And the elements should be arranged appropriately on each screen size",Bootstrap Integration for Simplified Website Design,Utilize Bootstrap grid system for responsive layout,,"As a developer, I want to use bootstrap in the process of developing, so that I can easily design my website."
g04-recycling,google-gemini-2.0-flash-001,34,google-gemini-2.0-flash-001_34_4,"Given I have an HTML file When I include Bootstrap CSS and JavaScript And I implement a Bootstrap button with a specific class (e.g., ""btn btn-primary"") Then the button should render with the correct Bootstrap styling And the button should respond to user interactions (e.g., hover effect)",Bootstrap Integration for Simplified Website Design,Implement Bootstrap components like buttons or navigation bars,,"As a developer, I want to use bootstrap in the process of developing, so that I can easily design my website."
g04-recycling,google-gemini-2.0-flash-001,34,google-gemini-2.0-flash-001_34_5,"Given I have an HTML file and a custom CSS file When I import Bootstrap's source SCSS files into my custom CSS And I override Bootstrap variables (e.g., $primary color) Then the Bootstrap components should render using my custom theme colors And the overridden styles should take precedence over the default Bootstrap styles",Bootstrap Integration for Simplified Website Design,Customize Bootstrap theme using Bootstrap variables,,"As a developer, I want to use bootstrap in the process of developing, so that I can easily design my website."
g04-recycling,google-gemini-2.0-flash-001,35,google-gemini-2.0-flash-001_35_1,"Given I am a logged-in developer When I navigate to the UI/UX courses page And I select a course named ""Introduction to UI/UX Design"" And I click the ""Enroll Now"" button Then I should be successfully enrolled in the course And I should see a confirmation message ""You are now enrolled in Introduction to UI/UX Design""",UI/UX Lessons for Developers,Successfully enrolling in a UI/UX course,,"As a developer, I want to attend some UI/UX lessons, so that I can develop an awesome and beautiful features website."
g04-recycling,google-gemini-2.0-flash-001,35,google-gemini-2.0-flash-001_35_2,"Given I am a logged-in developer When I navigate to the UI/UX courses page And I click on the course ""Advanced UX Principles"" Then I should see the course details page And I should see the course description And I should see the instructor's name And I should see the course syllabus",UI/UX Lessons for Developers,Viewing course details before enrolling,,"As a developer, I want to attend some UI/UX lessons, so that I can develop an awesome and beautiful features website."
g04-recycling,google-gemini-2.0-flash-001,35,google-gemini-2.0-flash-001_35_3,"Given I am not logged in When I navigate to the UI/UX courses page And I select a course named ""Accessibility Best Practices"" And I click the ""Enroll Now"" button Then I should be redirected to the login page And I should see a message ""Please log in to enroll in courses""",UI/UX Lessons for Developers,Attempting to enroll in a course when not logged in,,"As a developer, I want to attend some UI/UX lessons, so that I can develop an awesome and beautiful features website."
g04-recycling,google-gemini-2.0-flash-001,35,google-gemini-2.0-flash-001_35_4,"Given I am a logged-in developer And I am enrolled in the course ""UI Design Fundamentals"" When I complete all the modules in the course Then I should receive a certificate of completion And I should be able to download the certificate",UI/UX Lessons for Developers,Successfully completing a UI/UX course and receiving a certificate,,"As a developer, I want to attend some UI/UX lessons, so that I can develop an awesome and beautiful features website."
g04-recycling,google-gemini-2.0-flash-001,35,google-gemini-2.0-flash-001_35_5,"Given I am a logged-in developer When I search for ""user interface"" in the course search bar Then I should see a list of courses related to ""user interface"" And the list should include courses like ""Mastering User Interface Design"" and ""Advanced User Interface Techniques""",UI/UX Lessons for Developers,Searching for UI/UX courses by keyword,,"As a developer, I want to attend some UI/UX lessons, so that I can develop an awesome and beautiful features website."
g04-recycling,google-gemini-2.0-flash-001,36,google-gemini-2.0-flash-001_36_1,Given I am on the recycling center map page Then the map is displayed And recycling center markers are visible on the map,View Recycling Center Locations on a Map,Map displays recycling center markers,,"As a user, I want to view all locations of recycling centers on a map, so that I can check which routes to take to drop off waste."
g04-recycling,google-gemini-2.0-flash-001,36,google-gemini-2.0-flash-001_36_2,Given I am on the recycling center map page And recycling center markers are visible on the map When I click on a recycling center marker Then a pop-up window is displayed with the recycling center's name and address,View Recycling Center Locations on a Map,Clicking a marker displays recycling center details,,"As a user, I want to view all locations of recycling centers on a map, so that I can check which routes to take to drop off waste."
g04-recycling,google-gemini-2.0-flash-001,36,google-gemini-2.0-flash-001_36_3,Given I am on the recycling center map page And my location is enabled Then the map is centered on my current location,View Recycling Center Locations on a Map,Map is centered on my current location,,"As a user, I want to view all locations of recycling centers on a map, so that I can check which routes to take to drop off waste."
g04-recycling,google-gemini-2.0-flash-001,36,google-gemini-2.0-flash-001_36_4,"Given I am on the recycling center map page When I search for ""New York, NY"" Then the map view is updated to center on ""New York, NY"" And recycling centers near ""New York, NY"" are displayed",View Recycling Center Locations on a Map,Searching for a location updates the map view,,"As a user, I want to view all locations of recycling centers on a map, so that I can check which routes to take to drop off waste."
g04-recycling,google-gemini-2.0-flash-001,37,google-gemini-2.0-flash-001_37_1,"Given I am on the schedule upload page When I upload a valid schedule file named ""schedule.csv"" Then I should see a success message ""Schedule uploaded successfully!"" And I should see a list of recommended recycling centers And each recycling center should display its operating hours And each recycling center should display a compatibility score with my schedule",Upload Weekly Schedule and Get Recycling Center Recommendations,Successful upload of a valid schedule and receiving recommendations,,"As a user, I want to upload my week's schedule, so that I can get recommendations for recycling centers that best fit my availability."
g04-recycling,google-gemini-2.0-flash-001,37,google-gemini-2.0-flash-001_37_2,"Given I am on the schedule upload page When I upload an invalid schedule file named ""schedule.txt"" Then I should see an error message ""Invalid file format. Only CSV files are allowed."" And I should not see any recycling center recommendations",Upload Weekly Schedule and Get Recycling Center Recommendations,Uploading an invalid schedule file format,,"As a user, I want to upload my week's schedule, so that I can get recommendations for recycling centers that best fit my availability."
g04-recycling,google-gemini-2.0-flash-001,37,google-gemini-2.0-flash-001_37_3,"Given I am on the schedule upload page When I upload a schedule file named ""overlapping_schedule.csv"" Then I should see a warning message ""Schedule contains overlapping time slots. Please review and correct."" And I should still see a list of recommended recycling centers And the compatibility score should reflect the overlapping time slots",Upload Weekly Schedule and Get Recycling Center Recommendations,Uploading a schedule with overlapping time slots,,"As a user, I want to upload my week's schedule, so that I can get recommendations for recycling centers that best fit my availability."
g04-recycling,google-gemini-2.0-flash-001,37,google-gemini-2.0-flash-001_37_4,"Given I am on the schedule upload page When I upload a schedule file named ""unavailable_schedule.csv"" Then I should see a message ""No recycling centers match your availability."" And I should not see any recycling center recommendations",Upload Weekly Schedule and Get Recycling Center Recommendations,No recycling centers found matching availability,,"As a user, I want to upload my week's schedule, so that I can get recommendations for recycling centers that best fit my availability."
