filepath,model,app_id,us_id,feature_name,feature_description,feature_keyword,feature_tags,rule_name,rule_description,rule_tags,scenario_name,scenario_description,scenario_keyword,scenario_tags,scenario_examples,step_keyword,step_keyword_type,step_text,step_data_table,step_doc_string,error
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Add a new recycling facility with invalid data,,Scenario,,,Given,Context,I am logged in as an administrator,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Add a new recycling facility with invalid data,,Scenario,,,When,Action,"I navigate to the ""Manage Recycling Facilities"" page",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Add a new recycling facility with invalid data,,Scenario,,,And,Conjunction,"I click the ""Add Facility"" button",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Add a new recycling facility with invalid data,,Scenario,,,Then,Outcome,"I should see the ""Add New Recycling Facility"" form",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Add a new recycling facility with invalid data,,Scenario,,,When,Action,I fill in the form with the following invalid data:,"[['Name', 'Address', 'City', 'State', 'Zip', 'Materials Accepted'], ['', '', '', '', '', 'Paper, Plastic']]",,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Add a new recycling facility with invalid data,,Scenario,,,And,Conjunction,"I click the ""Save"" button",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Add a new recycling facility with invalid data,,Scenario,,,Then,Outcome,I should see an error message indicating that required fields are missing,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Add a new recycling facility with invalid data,,Scenario,,,And,Conjunction,the recycling facility should not be added to the facilities table,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Attempt to delete a non-existent recycling facility,,Scenario,,,Given,Context,I am logged in as an administrator,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Attempt to delete a non-existent recycling facility,,Scenario,,,When,Action,"I navigate to the ""Manage Recycling Facilities"" page",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Attempt to delete a non-existent recycling facility,,Scenario,,,Then,Outcome,"I should not see a ""Delete"" button for a facility named ""NonExistent Facility""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Attempt to delete a non-existent recycling facility,,Scenario,,,When,Action,"I try to delete ""NonExistent Facility""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_16.feature,google-gemini-2.0-flash-001,g04-recycling,16,Manage Recycling Facilities,"As an admin
  I want to be able to add or remove recycling facilities' information
  So that users get the most recent information",Feature,,,,,Attempt to delete a non-existent recycling facility,,Scenario,,,Then,Outcome,I should see an error message indicating that the facility does not exist.,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can access the feedback management dashboard,,Scenario,,,Given,Context,I am logged in as an admin,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can access the feedback management dashboard,,Scenario,,,When,Action,"I navigate to the ""Feedback Management"" page",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can access the feedback management dashboard,,Scenario,,,Then,Outcome,I should see a dashboard with feedback summaries,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can view a list of all feedback entries,,Scenario,,,Given,Context,"I am on the ""Feedback Management"" page",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can view a list of all feedback entries,,Scenario,,,When,Action,I view the list of feedback entries,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can view a list of all feedback entries,,Scenario,,,Then,Outcome,"I should see a table with columns for ""User"", ""Date"", ""Category"", and ""Comment""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can view a list of all feedback entries,,Scenario,,,And,Conjunction,the table should be sorted by date in descending order,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can filter feedback entries by category,,Scenario,,,Given,Context,"I am on the ""Feedback Management"" page",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can filter feedback entries by category,,Scenario,,,When,Action,"I select ""Bug Report"" from the category filter",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can filter feedback entries by category,,Scenario,,,Then,Outcome,"I should only see feedback entries with the category ""Bug Report""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can view the details of a specific feedback entry,,Scenario,,,Given,Context,"I am on the ""Feedback Management"" page",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can view the details of a specific feedback entry,,Scenario,,,And,Conjunction,"I see a feedback entry with the comment ""The search function is not working""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can view the details of a specific feedback entry,,Scenario,,,When,Action,"I click on the ""View Details"" button for that entry",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can view the details of a specific feedback entry,,Scenario,,,Then,Outcome,I should see a detailed view with the full comment text,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can view the details of a specific feedback entry,,Scenario,,,And,Conjunction,I should see the user's email address,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can view the details of a specific feedback entry,,Scenario,,,And,Conjunction,I should see the date and time the feedback was submitted,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can search for feedback entries by keyword,,Scenario,,,Given,Context,"I am on the ""Feedback Management"" page",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can search for feedback entries by keyword,,Scenario,,,When,Action,"I enter ""payment"" into the search field",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can search for feedback entries by keyword,,Scenario,,,And,Conjunction,"I press ""Enter""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_17.feature,google-gemini-2.0-flash-001,g04-recycling,17,Feedback Management - Admin View,"As an admin
  I want to be able to read users' feedback and complaints
  So that we can add more features and keep improving the service we provide to them.",Feature,,,,,Admin can search for feedback entries by keyword,,Scenario,,,Then,Outcome,"I should only see feedback entries containing the word ""payment""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction History with Existing Transactions,,Scenario,,,Given,Context,I am logged in as a user with existing transactions,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction History with Existing Transactions,,Scenario,,,When,Action,I navigate to the transaction history page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction History with Existing Transactions,,Scenario,,,Then,Outcome,I should see a list of my transactions,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction History with Existing Transactions,,Scenario,,,And,Conjunction,"each transaction should display the date, amount, and description",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction History with Existing Transactions,,Scenario,,,And,Conjunction,the transactions should be sorted by date in descending order,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction History with No Transactions,,Scenario,,,Given,Context,I am logged in as a user with no previous transactions,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction History with No Transactions,,Scenario,,,When,Action,I navigate to the transaction history page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction History with No Transactions,,Scenario,,,Then,Outcome,I should see a message indicating that there are no transactions,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction History with No Transactions,,Scenario,,,And,Conjunction,I should not see any transaction details,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,Filter Transaction History by Date Range,,Scenario,,,Given,Context,I am logged in as a user with existing transactions,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,Filter Transaction History by Date Range,,Scenario,,,When,Action,I navigate to the transaction history page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,Filter Transaction History by Date Range,,Scenario,,,And,Conjunction,"I select a date range from ""01/01/2023"" to ""01/31/2023""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,Filter Transaction History by Date Range,,Scenario,,,Then,Outcome,I should only see transactions within the selected date range,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction Details,,Scenario,,,Given,Context,I am logged in as a user with existing transactions,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction Details,,Scenario,,,When,Action,I navigate to the transaction history page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction Details,,Scenario,,,And,Conjunction,I click on a specific transaction,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction Details,,Scenario,,,Then,Outcome,I should see detailed information about the transaction,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,View Transaction Details,,Scenario,,,And,Conjunction,"the detailed information should include transaction ID, date, amount, description, and any other relevant details",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,Transaction History Pagination,,Scenario,,,Given,Context,I am logged in as a user with more transactions than can be displayed on one page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,Transaction History Pagination,,Scenario,,,When,Action,I navigate to the transaction history page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,Transaction History Pagination,,Scenario,,,Then,Outcome,I should see a limited number of transactions per page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,Transaction History Pagination,,Scenario,,,And,Conjunction,I should see pagination controls to navigate between pages,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_18.feature,google-gemini-2.0-flash-001,g04-recycling,18,Transaction History,"As a user, I want to be able to check transaction history
  and keep a record of it, so that I can go back when needed.",Feature,,,,,Transaction History Pagination,,Scenario,,,And,Conjunction,clicking on the next page should display the next set of transactions,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_19.feature,google-gemini-2.0-flash-001,g04-recycling,19,Website User Interface and User Experience,"As a user
  I want to have a great UI and UX from the sites
  So that I have a pleasant experience when navigating through them",Feature,,,,,Website loads quickly and displays key content above the fold,,Scenario,,,Given,Context,I am on the website homepage,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_19.feature,google-gemini-2.0-flash-001,g04-recycling,19,Website User Interface and User Experience,"As a user
  I want to have a great UI and UX from the sites
  So that I have a pleasant experience when navigating through them",Feature,,,,,Website loads quickly and displays key content above the fold,,Scenario,,,Then,Outcome,the page should load in less than 3 seconds,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_19.feature,google-gemini-2.0-flash-001,g04-recycling,19,Website User Interface and User Experience,"As a user
  I want to have a great UI and UX from the sites
  So that I have a pleasant experience when navigating through them",Feature,,,,,Website loads quickly and displays key content above the fold,,Scenario,,,And,Conjunction,the main navigation menu should be visible,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_19.feature,google-gemini-2.0-flash-001,g04-recycling,19,Website User Interface and User Experience,"As a user
  I want to have a great UI and UX from the sites
  So that I have a pleasant experience when navigating through them",Feature,,,,,Website loads quickly and displays key content above the fold,,Scenario,,,And,Conjunction,the headline and a brief description should be visible without scrolling,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_19.feature,google-gemini-2.0-flash-001,g04-recycling,19,Website User Interface and User Experience,"As a user
  I want to have a great UI and UX from the sites
  So that I have a pleasant experience when navigating through them",Feature,,,,,Website navigation is intuitive and easy to use,,Scenario,,,Given,Context,I am on the website homepage,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_19.feature,google-gemini-2.0-flash-001,g04-recycling,19,Website User Interface and User Experience,"As a user
  I want to have a great UI and UX from the sites
  So that I have a pleasant experience when navigating through them",Feature,,,,,Website navigation is intuitive and easy to use,,Scenario,,,When,Action,"I click on the ""Products"" link in the navigation menu",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_19.feature,google-gemini-2.0-flash-001,g04-recycling,19,Website User Interface and User Experience,"As a user
  I want to have a great UI and UX from the sites
  So that I have a pleasant experience when navigating through them",Feature,,,,,Website navigation is intuitive and easy to use,,Scenario,,,Then,Outcome,"I should be redirected to the ""Products"" page",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_19.feature,google-gemini-2.0-flash-001,g04-recycling,19,Website User Interface and User Experience,"As a user
  I want to have a great UI and UX from the sites
  So that I have a pleasant experience when navigating through them",Feature,,,,,Website navigation is intuitive and easy to use,,Scenario,,,And,Conjunction,"the ""Products"" page should display a list of available products",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_19.feature,google-gemini-2.0-flash-001,g04-recycling,19,Website User Interface and User Experience,"As a user
  I want to have a great UI and UX from the sites
  So that I have a pleasant experience when navigating through them",Feature,,,,,Website navigation is intuitive and easy to use,,Scenario,,,And,Conjunction,each product should have a clear title and image,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\google-gemini-2.0-flash-001\g04-recycling_google-gemini-2.0-flash-001_19.feature,google-gemini-2.0-flash-001,g04-recycling,19,Website User Interface and User Experience,"As a user
  I want to have a great UI and UX from the sites
  So that I have a pleasant experience when navigating through them",Feature,,,,,Website search functionality returns relevant results,,Scenario,,,Given,Context,I am on the website homepage,,,False
