model,app_id,us_id,feature_name,feature_description,scenario_name,scenario_description,scenario_examples,step_keyword_type,us_text,scenario_id,flat_step,step_id
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays all registered sites with their status,,,Action,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_1,When I navigate to the admin dashboard,google-gemini-2.0-flash-001_22_1_2
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays all registered sites with their status,,,Outcome,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_1,Then I should see a list of all registered sites,google-gemini-2.0-flash-001_22_1_3
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays all registered sites with their status,,,Conjunction,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_1,And each site should display its current status,google-gemini-2.0-flash-001_22_1_4
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Site status is accurately reflected on the dashboard,,,Context,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_2,Given I am logged in as an admin,google-gemini-2.0-flash-001_22_2_1
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Site status is accurately reflected on the dashboard,,,Conjunction,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_2,"And Site ""Example Website"" is currently ""Online""",google-gemini-2.0-flash-001_22_2_2
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Site status is accurately reflected on the dashboard,,,Conjunction,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_2,"And Site ""Another Website"" is currently ""Offline""",google-gemini-2.0-flash-001_22_2_3
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Site status is accurately reflected on the dashboard,,,Action,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_2,When I navigate to the admin dashboard,google-gemini-2.0-flash-001_22_2_4
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Site status is accurately reflected on the dashboard,,,Outcome,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_2,"Then I should see ""Example Website"" with status ""Online""",google-gemini-2.0-flash-001_22_2_5
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Site status is accurately reflected on the dashboard,,,Conjunction,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_2,"And I should see ""Another Website"" with status ""Offline""",google-gemini-2.0-flash-001_22_2_6
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays active user count for each site,,,Context,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_3,Given I am logged in as an admin,google-gemini-2.0-flash-001_22_3_1
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays active user count for each site,,,Conjunction,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_3,"And Site ""Example Website"" has 15 active users",google-gemini-2.0-flash-001_22_3_2
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays active user count for each site,,,Conjunction,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_3,"And Site ""Another Website"" has 2 active users",google-gemini-2.0-flash-001_22_3_3
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays active user count for each site,,,Action,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_3,When I navigate to the admin dashboard,google-gemini-2.0-flash-001_22_3_4
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays active user count for each site,,,Outcome,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_3,"Then I should see ""Example Website"" displaying ""15 active users""",google-gemini-2.0-flash-001_22_3_5
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays active user count for each site,,,Conjunction,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_3,"And I should see ""Another Website"" displaying ""2 active users""",google-gemini-2.0-flash-001_22_3_6
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays server response time for each site,,,Context,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_4,Given I am logged in as an admin,google-gemini-2.0-flash-001_22_4_1
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays server response time for each site,,,Conjunction,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_4,"And Site ""Example Website"" has a server response time of 200 ms",google-gemini-2.0-flash-001_22_4_2
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays server response time for each site,,,Conjunction,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_4,"And Site ""Another Website"" has a server response time of 500 ms",google-gemini-2.0-flash-001_22_4_3
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays server response time for each site,,,Action,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_4,When I navigate to the admin dashboard,google-gemini-2.0-flash-001_22_4_4
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays server response time for each site,,,Outcome,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_4,"Then I should see ""Example Website"" displaying a response time of ""200 ms""",google-gemini-2.0-flash-001_22_4_5
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard displays server response time for each site,,,Conjunction,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_4,"And I should see ""Another Website"" displaying a response time of ""500 ms""",google-gemini-2.0-flash-001_22_4_6
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard indicates when a site's status is unknown,,,Context,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_5,Given I am logged in as an admin,google-gemini-2.0-flash-001_22_5_1
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard indicates when a site's status is unknown,,,Conjunction,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_5,"And Site ""Mystery Website"" has an ""Unknown"" status",google-gemini-2.0-flash-001_22_5_2
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard indicates when a site's status is unknown,,,Action,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_5,When I navigate to the admin dashboard,google-gemini-2.0-flash-001_22_5_3
google-gemini-2.0-flash-001,g04-recycling,22,Admin Dashboard - Site Status Monitoring,"As an admin
  I want to view a dashboard that monitors all the sites' statuses
  So that I can have a sense of what people are doing on our sites and know the service status",Dashboard indicates when a site's status is unknown,,,Outcome,"As an admin, I want to view a dashboard that monitors all the sites' statuses, so that I can have a sense of what people are doing on our sites and know the service status.",google-gemini-2.0-flash-001_22_5,"Then I should see ""Mystery Website"" with status ""Unknown""",google-gemini-2.0-flash-001_22_5_4
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify database connection strings are encrypted,,,Context,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_1,Given I am logged in as an administrator,google-gemini-2.0-flash-001_23_1_1
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify database connection strings are encrypted,,,Action,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_1,When I navigate to the application configuration page,google-gemini-2.0-flash-001_23_1_2
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify database connection strings are encrypted,,,Outcome,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_1,Then I should see that the database connection string is encrypted,google-gemini-2.0-flash-001_23_1_3
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify database connection strings are encrypted,,,Conjunction,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_1,And I should not be able to view the plain text connection string,google-gemini-2.0-flash-001_23_1_4
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify sensitive user data is encrypted in the database,,,Context,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_2,Given I am logged in as an administrator,google-gemini-2.0-flash-001_23_2_1
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify sensitive user data is encrypted in the database,,,Action,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_2,When I query the database for user data,google-gemini-2.0-flash-001_23_2_2
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify sensitive user data is encrypted in the database,,,Outcome,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_2,Then the user's personally identifiable information (PII) such as password and email should be encrypted,google-gemini-2.0-flash-001_23_2_3
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify sensitive user data is encrypted in the database,,,Conjunction,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_2,And I should not be able to retrieve the plain text PII directly,google-gemini-2.0-flash-001_23_2_4
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify files uploaded to the server are encrypted at rest,,,Context,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_3,Given I am logged in as an administrator,google-gemini-2.0-flash-001_23_3_1
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify files uploaded to the server are encrypted at rest,,,Action,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_3,When I upload a sensitive document to the server,google-gemini-2.0-flash-001_23_3_2
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify files uploaded to the server are encrypted at rest,,,Outcome,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_3,Then the file should be encrypted at rest on the server's file system,google-gemini-2.0-flash-001_23_3_3
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify files uploaded to the server are encrypted at rest,,,Conjunction,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_3,And accessing the file directly should not reveal its content without proper decryption,google-gemini-2.0-flash-001_23_3_4
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify encryption key rotation process,,,Context,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_4,Given I am logged in as an administrator,google-gemini-2.0-flash-001_23_4_1
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify encryption key rotation process,,,Action,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_4,When I initiate an encryption key rotation,google-gemini-2.0-flash-001_23_4_2
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify encryption key rotation process,,,Outcome,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_4,Then a new encryption key should be generated,google-gemini-2.0-flash-001_23_4_3
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify encryption key rotation process,,,Conjunction,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_4,And all data should be re-encrypted with the new key,google-gemini-2.0-flash-001_23_4_4
google-gemini-2.0-flash-001,g04-recycling,23,Data Encryption,"As an admin, I want to have all data encrypted,
  so that important information will not be stolen during a server breach or an attack.",Verify encryption key rotation process,,,Conjunction,"As an admin, I want to have all data encrypted, so that important information will not be stolen during a server breach or an attack.",google-gemini-2.0-flash-001_23_4,And the old encryption key should be securely archived or destroyed,google-gemini-2.0-flash-001_23_4_5
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Access All Company Data Dashboards,,,Context,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_1,"Given I am logged in as an executive user with username ""executive1"" and password ""securePassword""",google-gemini-2.0-flash-001_24_1_1
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Access All Company Data Dashboards,,,Action,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_1,"When I navigate to the ""Dashboards"" section",google-gemini-2.0-flash-001_24_1_2
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Access All Company Data Dashboards,,,Outcome,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_1,"Then I should see dashboards related to ""Sales Performance"", ""Marketing ROI"", ""Operational Efficiency"", and ""Financial Health""",google-gemini-2.0-flash-001_24_1_3
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Access All Company Data Dashboards,,,Conjunction,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_1,And I should be able to access each dashboard without any permission errors,google-gemini-2.0-flash-001_24_1_4
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Export Data in Various Formats,,,Context,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_2,Given I am logged in as an executive user,google-gemini-2.0-flash-001_24_2_1
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Export Data in Various Formats,,,Action,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_2,"When I navigate to the ""Sales Performance"" dashboard",google-gemini-2.0-flash-001_24_2_2
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Export Data in Various Formats,,,Conjunction,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_2,"And I select the ""Total Revenue"" data visualization",google-gemini-2.0-flash-001_24_2_3
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Export Data in Various Formats,,,Outcome,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_2,"Then I should be able to export the data as ""CSV"", ""Excel"", and ""PDF""",google-gemini-2.0-flash-001_24_2_4
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Export Data in Various Formats,,,Conjunction,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_2,And the exported data should contain all available data points,google-gemini-2.0-flash-001_24_2_5
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Filter Data by Date Range and Region,,,Context,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_3,Given I am logged in as an executive user,google-gemini-2.0-flash-001_24_3_1
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Filter Data by Date Range and Region,,,Action,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_3,"When I navigate to the ""Marketing ROI"" dashboard",google-gemini-2.0-flash-001_24_3_2
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Filter Data by Date Range and Region,,,Conjunction,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_3,"And I filter the data by ""Date Range"" from ""2023-01-01"" to ""2023-03-31""",google-gemini-2.0-flash-001_24_3_3
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Filter Data by Date Range and Region,,,Conjunction,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_3,"And I filter the data by ""Region"" to ""North America""",google-gemini-2.0-flash-001_24_3_4
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Filter Data by Date Range and Region,,,Outcome,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_3,"Then the displayed data should only reflect the marketing ROI for North America between January 1st and March 31st, 2023",google-gemini-2.0-flash-001_24_3_5
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can View Detailed Reports,,,Context,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_4,Given I am logged in as an executive user,google-gemini-2.0-flash-001_24_4_1
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can View Detailed Reports,,,Action,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_4,"When I navigate to the ""Financial Health"" dashboard",google-gemini-2.0-flash-001_24_4_2
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can View Detailed Reports,,,Conjunction,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_4,"And I select the ""Profit Margin"" metric",google-gemini-2.0-flash-001_24_4_3
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can View Detailed Reports,,,Outcome,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_4,Then I should be able to drill down into a detailed report showing the breakdown of profit margin by department and product line,google-gemini-2.0-flash-001_24_4_4
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Access Data Governance Information,,,Context,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_5,Given I am logged in as an executive user,google-gemini-2.0-flash-001_24_5_1
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Access Data Governance Information,,,Action,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_5,"When I navigate to the ""Data Governance"" section",google-gemini-2.0-flash-001_24_5_2
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Access Data Governance Information,,,Outcome,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_5,"Then I should see information on data sources, data quality metrics, and data access policies",google-gemini-2.0-flash-001_24_5_3
google-gemini-2.0-flash-001,g04-recycling,24,Executive Data Access,"As an executive
  I want to have full access to data related to my company
  So that I can have a sense of my company's performance",Executive User Can Access Data Governance Information,,,Conjunction,"As an executive, I want to have full access to data related to my company, so that I can have a sense of my company's performance.",google-gemini-2.0-flash-001_24_5,And I should be able to download the data access policy document,google-gemini-2.0-flash-001_24_5_4
google-gemini-2.0-flash-001,g04-recycling,25,Route Planning System Access,"As an employee
  I want to access the route planning system during work
  So that I can be guided through the neighbourhood",Successful login with valid credentials,,,Context,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",google-gemini-2.0-flash-001_25_1,Given I am on the login page,google-gemini-2.0-flash-001_25_1_1
google-gemini-2.0-flash-001,g04-recycling,25,Route Planning System Access,"As an employee
  I want to access the route planning system during work
  So that I can be guided through the neighbourhood",Successful login with valid credentials,,,Action,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",google-gemini-2.0-flash-001_25_1,"When I enter my username ""employee123"" and password ""SecurePassword1!""",google-gemini-2.0-flash-001_25_1_2
google-gemini-2.0-flash-001,g04-recycling,25,Route Planning System Access,"As an employee
  I want to access the route planning system during work
  So that I can be guided through the neighbourhood",Successful login with valid credentials,,,Conjunction,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",google-gemini-2.0-flash-001_25_1,"And I click the ""Login"" button",google-gemini-2.0-flash-001_25_1_3
google-gemini-2.0-flash-001,g04-recycling,25,Route Planning System Access,"As an employee
  I want to access the route planning system during work
  So that I can be guided through the neighbourhood",Successful login with valid credentials,,,Outcome,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",google-gemini-2.0-flash-001_25_1,Then I should be redirected to the route planning dashboard,google-gemini-2.0-flash-001_25_1_4
